date,year,month,day,hour,minute,weekday,holiday,daylight,rain,volume
08/04/2015 00:00,2015,4,8,0,0,3,0,0,0,2592
08/04/2015 01:00,2015,4,8,1,0,3,0,0,0,1512
08/04/2015 02:00,2015,4,8,2,0,3,0,0,0,1332
08/04/2015 03:00,2015,4,8,3,0,3,0,0,0,1392
08/04/2015 04:00,2015,4,8,4,0,3,0,0,0,2952
08/04/2015 05:00,2015,4,8,5,0,3,0,0,0,6624
08/04/2015 06:00,2015,4,8,6,0,3,0,0,0,10488
08/04/2015 07:00,2015,4,8,7,0,3,0,0,0,15156
08/04/2015 08:00,2015,4,8,8,0,3,0,0,0,14448
08/04/2015 09:00,2015,4,8,9,0,3,0,0,0,13824
08/04/2015 10:00,2015,4,8,10,0,3,0,0,0,13656
08/04/2015 11:00,2015,4,8,11,0,3,0,0,0,14928
08/04/2015 12:00,2015,4,8,12,0,3,0,0,0,16212
08/04/2015 13:00,2015,4,8,13,0,3,0,0,0,17136
08/04/2015 14:00,2015,4,8,14,0,3,0,0,0,18276
08/04/2015 15:00,2015,4,8,15,0,3,0,0,0,19308
08/04/2015 16:00,2015,4,8,16,0,3,0,0,0,18792
08/04/2015 17:00,2015,4,8,17,0,3,0,0,0,19092
08/04/2015 18:00,2015,4,8,18,0,3,0,0,0,18900
08/04/2015 19:00,2015,4,8,19,0,3,0,0,0,14148
08/04/2015 20:00,2015,4,8,20,0,3,0,0,0,11520
08/04/2015 21:00,2015,4,8,21,0,3,0,0,0,10440
08/04/2015 22:00,2015,4,8,22,0,3,0,0,0,7452
08/04/2015 23:00,2015,4,8,23,0,3,0,0,0,6168
09/04/2015 00:00,2015,4,9,0,0,4,0,0,0,2868
09/04/2015 01:00,2015,4,9,1,0,4,0,0,0,1536
09/04/2015 02:00,2015,4,9,2,0,4,0,0,0,1488
09/04/2015 03:00,2015,4,9,3,0,4,0,0,0,1476
09/04/2015 04:00,2015,4,9,4,0,4,0,0,0,2928
09/04/2015 05:00,2015,4,9,5,0,4,0,0,0,6552
09/04/2015 06:00,2015,4,9,6,0,4,0,0,0,10476
09/04/2015 07:00,2015,4,9,7,0,4,0,0,0,14796
09/04/2015 08:00,2015,4,9,8,0,4,0,0,0,14856
09/04/2015 09:00,2015,4,9,9,0,4,0,0,0,13356
09/04/2015 10:00,2015,4,9,10,0,4,0,0,0,13752
09/04/2015 11:00,2015,4,9,11,0,4,0,0,0,14892
09/04/2015 12:00,2015,4,9,12,0,4,0,0,0,16956
09/04/2015 13:00,2015,4,9,13,0,4,0,0,0,17412
09/04/2015 14:00,2015,4,9,14,0,4,0,0,0,19176
09/04/2015 15:00,2015,4,9,15,0,4,0,0,0,19164
09/04/2015 16:00,2015,4,9,16,0,4,0,0,0,18972
09/04/2015 17:00,2015,4,9,17,0,4,0,0,0,19380
09/04/2015 18:00,2015,4,9,18,0,4,0,0,0,19020
09/04/2015 19:00,2015,4,9,19,0,4,0,0,0,14892
09/04/2015 20:00,2015,4,9,20,0,4,0,0,0,11556
09/04/2015 21:00,2015,4,9,21,0,4,0,0,0,10392
09/04/2015 22:00,2015,4,9,22,0,4,0,0,0,7404
09/04/2015 23:00,2015,4,9,23,0,4,0,0,0,5376
10/04/2015 00:00,2015,4,10,0,0,5,0,0,0,3120
10/04/2015 01:00,2015,4,10,1,0,5,0,0,0,1884
10/04/2015 02:00,2015,4,10,2,0,5,0,0,0,1548
10/04/2015 03:00,2015,4,10,3,0,5,0,0,0,1524
10/04/2015 04:00,2015,4,10,4,0,5,0,0,0,2916
10/04/2015 05:00,2015,4,10,5,0,5,0,0,0,6084
10/04/2015 06:00,2015,4,10,6,0,5,0,0,0,10092
10/04/2015 07:00,2015,4,10,7,0,5,0,0,0,14484
10/04/2015 08:00,2015,4,10,8,0,5,0,0,0,14124
10/04/2015 09:00,2015,4,10,9,0,5,0,0,0,13356
10/04/2015 10:00,2015,4,10,10,0,5,0,0,0,14172
10/04/2015 11:00,2015,4,10,11,0,5,0,0,0,15804
10/04/2015 12:00,2015,4,10,12,0,5,0,0,0,15792
10/04/2015 13:00,2015,4,10,13,0,5,0,0,0,18456
10/04/2015 14:00,2015,4,10,14,0,5,0,0,0,19344
10/04/2015 15:00,2015,4,10,15,0,5,0,0,0,19560
10/04/2015 16:00,2015,4,10,16,0,5,0,0,0,18408
10/04/2015 17:00,2015,4,10,17,0,5,0,0,0,18636
10/04/2015 18:00,2015,4,10,18,0,5,0,0,0,17532
10/04/2015 19:00,2015,4,10,19,0,5,0,0,0,15432
10/04/2015 20:00,2015,4,10,20,0,5,0,0,0,11472
10/04/2015 21:00,2015,4,10,21,0,5,0,0,0,11172
10/04/2015 22:00,2015,4,10,22,0,5,0,0,0,8652
10/04/2015 23:00,2015,4,10,23,0,5,0,0,0,6696
11/04/2015 00:00,2015,4,11,0,0,6,0,0,0,4572
11/04/2015 01:00,2015,4,11,1,0,6,0,0,0,3168
11/04/2015 02:00,2015,4,11,2,0,6,0,0,0,2496
11/04/2015 03:00,2015,4,11,3,0,6,0,0,0,1764
11/04/2015 04:00,2015,4,11,4,0,6,0,0,0,1452
11/04/2015 05:00,2015,4,11,5,0,6,0,0,0,2040
11/04/2015 06:00,2015,4,11,6,0,6,0,0,0,4104
11/04/2015 07:00,2015,4,11,7,0,6,0,0,0,7104
11/04/2015 08:00,2015,4,11,8,0,6,0,0,0,9840
11/04/2015 09:00,2015,4,11,9,0,6,0,0,0,12576
11/04/2015 10:00,2015,4,11,10,0,6,0,0,0,14988
11/04/2015 11:00,2015,4,11,11,0,6,0,0,0,16164
11/04/2015 12:00,2015,4,11,12,0,6,0,0,0,16896
11/04/2015 13:00,2015,4,11,13,0,6,0,0,0,17064
11/04/2015 14:00,2015,4,11,14,0,6,0,0,0,17400
11/04/2015 15:00,2015,4,11,15,0,6,0,0,0,17832
11/04/2015 16:00,2015,4,11,16,0,6,0,0,0,17892
11/04/2015 17:00,2015,4,11,17,0,6,0,0,0,16116
11/04/2015 18:00,2015,4,11,18,0,6,0,0,0,14280
11/04/2015 19:00,2015,4,11,19,0,6,0,0,0,12192
11/04/2015 20:00,2015,4,11,20,0,6,0,0,0,10716
11/04/2015 21:00,2015,4,11,21,0,6,0,0,0,10392
11/04/2015 22:00,2015,4,11,22,0,6,0,0,0,9444
11/04/2015 23:00,2015,4,11,23,0,6,0,0,0,8328
12/04/2015 00:00,2015,4,12,0,0,7,0,0,0,4968
12/04/2015 01:00,2015,4,12,1,0,7,0,0,0,3240
12/04/2015 02:00,2015,4,12,2,0,7,0,0,0,2928
12/04/2015 03:00,2015,4,12,3,0,7,0,0,0,2004
12/04/2015 04:00,2015,4,12,4,0,7,0,0,0,1380
12/04/2015 05:00,2015,4,12,5,0,7,0,0,0,1656
12/04/2015 06:00,2015,4,12,6,0,7,0,0,0,3180
12/04/2015 07:00,2015,4,12,7,0,7,0,0,0,4560
12/04/2015 08:00,2015,4,12,8,0,7,0,0,0,6420
12/04/2015 09:00,2015,4,12,9,0,7,0,0,0,9828
12/04/2015 10:00,2015,4,12,10,0,7,0,0,0,12816
12/04/2015 11:00,2015,4,12,11,0,7,0,0,0,14724
12/04/2015 12:00,2015,4,12,12,0,7,0,0,0,16740
12/04/2015 13:00,2015,4,12,13,0,7,0,0,0,15816
12/04/2015 14:00,2015,4,12,14,0,7,0,0,0,16872
12/04/2015 15:00,2015,4,12,15,0,7,0,0,0,16764
12/04/2015 16:00,2015,4,12,16,0,7,0,0,0,15948
12/04/2015 17:00,2015,4,12,17,0,7,0,0,0,15168
12/04/2015 18:00,2015,4,12,18,0,7,0,0,0,14160
12/04/2015 19:00,2015,4,12,19,0,7,0,0,0,11916
12/04/2015 20:00,2015,4,12,20,0,7,0,0,0,10620
12/04/2015 21:00,2015,4,12,21,0,7,0,0,0,8472
12/04/2015 22:00,2015,4,12,22,0,7,0,0,0,6576
12/04/2015 23:00,2015,4,12,23,0,7,0,0,0,4224
13/04/2015 00:00,2015,4,13,0,0,1,0,0,0,2520
13/04/2015 01:00,2015,4,13,1,0,1,0,0,0,1428
13/04/2015 02:00,2015,4,13,2,0,1,0,0,0,1212
13/04/2015 03:00,2015,4,13,3,0,1,0,0,0,1332
13/04/2015 04:00,2015,4,13,4,0,1,0,0,0,3084
13/04/2015 05:00,2015,4,13,5,0,1,0,0,0,6624
13/04/2015 06:00,2015,4,13,6,0,1,0,0,0,11100
13/04/2015 07:00,2015,4,13,7,0,1,0,0,0,15204
13/04/2015 08:00,2015,4,13,8,0,1,0,0,0,14040
13/04/2015 09:00,2015,4,13,9,0,1,0,0,0,12588
13/04/2015 10:00,2015,4,13,10,0,1,0,0,0,12948
13/04/2015 11:00,2015,4,13,11,0,1,0,0,0,14028
13/04/2015 12:00,2015,4,13,12,0,1,0,0,0,15444
13/04/2015 13:00,2015,4,13,13,0,1,0,0,0,15720
13/04/2015 14:00,2015,4,13,14,0,1,0,0,0,17772
13/04/2015 15:00,2015,4,13,15,0,1,0,0,0,17736
13/04/2015 16:00,2015,4,13,16,0,1,0,0,0,17316
13/04/2015 17:00,2015,4,13,17,0,1,0,0,0,16980
13/04/2015 18:00,2015,4,13,18,0,1,0,0,0,16620
13/04/2015 19:00,2015,4,13,19,0,1,0,0,0,12828
13/04/2015 20:00,2015,4,13,20,0,1,0,0,0,9900
13/04/2015 21:00,2015,4,13,21,0,1,0,0,0,9252
13/04/2015 22:00,2015,4,13,22,0,1,0,0,0,6324
13/04/2015 23:00,2015,4,13,23,0,1,0,0,0,4536
14/04/2015 00:00,2015,4,14,0,0,2,0,0,0,2676
14/04/2015 01:00,2015,4,14,1,0,2,0,0,0,1428
14/04/2015 02:00,2015,4,14,2,0,2,0,0,0,1200
14/04/2015 03:00,2015,4,14,3,0,2,0,0,0,1392
14/04/2015 04:00,2015,4,14,4,0,2,0,0,0,2916
14/04/2015 05:00,2015,4,14,5,0,2,0,0,0,6564
14/04/2015 06:00,2015,4,14,6,0,2,0,0,0,11052
14/04/2015 07:00,2015,4,14,7,0,2,0,0,0,15768
14/04/2015 08:00,2015,4,14,8,0,2,0,0,0,15060
14/04/2015 09:00,2015,4,14,9,0,2,0,0,0,12948
14/04/2015 10:00,2015,4,14,10,0,2,0,0,0,12372
14/04/2015 11:00,2015,4,14,11,0,2,0,0,0,14016
14/04/2015 12:00,2015,4,14,12,0,2,0,0,0,15744
14/04/2015 13:00,2015,4,14,13,0,2,0,0,0,15636
14/04/2015 14:00,2015,4,14,14,0,2,0,0,0,19032
14/04/2015 15:00,2015,4,14,15,0,2,0,0,0,19872
14/04/2015 16:00,2015,4,14,16,0,2,0,0,0,20088
14/04/2015 17:00,2015,4,14,17,0,2,0,0,0,19860
14/04/2015 18:00,2015,4,14,18,0,2,0,0,0,18300
14/04/2015 19:00,2015,4,14,19,0,2,0,0,0,14604
14/04/2015 20:00,2015,4,14,20,0,2,0,0,0,11448
14/04/2015 21:00,2015,4,14,21,0,2,0,0,0,10260
14/04/2015 22:00,2015,4,14,22,0,2,0,0,0,7548
14/04/2015 23:00,2015,4,14,23,0,2,0,0,0,6144
15/04/2015 00:00,2015,4,15,0,0,3,0,0,0,2748
15/04/2015 01:00,2015,4,15,1,0,3,0,0,0,1812
15/04/2015 02:00,2015,4,15,2,0,3,0,0,0,1392
15/04/2015 03:00,2015,4,15,3,0,3,0,0,0,1428
15/04/2015 04:00,2015,4,15,4,0,3,0,0,0,3096
15/04/2015 05:00,2015,4,15,5,0,3,0,0,0,6540
15/04/2015 06:00,2015,4,15,6,0,3,0,0,0,11256
15/04/2015 07:00,2015,4,15,7,0,3,0,0,0,15852
15/04/2015 08:00,2015,4,15,8,0,3,0,0,0,14868
15/04/2015 09:00,2015,4,15,9,0,3,0,0,0,13020
15/04/2015 10:00,2015,4,15,10,0,3,0,0,0,13272
15/04/2015 11:00,2015,4,15,11,0,3,0,0,0,14772
15/04/2015 12:00,2015,4,15,12,0,3,0,0,0,15576
15/04/2015 13:00,2015,4,15,13,0,3,0,0,0,17064
15/04/2015 14:00,2015,4,15,14,0,3,0,0,0,19752
15/04/2015 15:00,2015,4,15,15,0,3,0,0,0,19584
15/04/2015 16:00,2015,4,15,16,0,3,0,0,0,18984
15/04/2015 17:00,2015,4,15,17,0,3,0,0,0,19680
15/04/2015 18:00,2015,4,15,18,0,3,0,0,0,16512
15/04/2015 19:00,2015,4,15,19,0,3,0,0,0,15072
15/04/2015 20:00,2015,4,15,20,0,3,0,0,0,12204
15/04/2015 21:00,2015,4,15,21,0,3,0,0,0,10536
15/04/2015 22:00,2015,4,15,22,0,3,0,0,0,8196
15/04/2015 23:00,2015,4,15,23,0,3,0,0,0,5940
16/04/2015 00:00,2015,4,16,0,0,4,0,0,0,3888
16/04/2015 01:00,2015,4,16,1,0,4,0,0,0,1692
16/04/2015 02:00,2015,4,16,2,0,4,0,0,0,1440
16/04/2015 03:00,2015,4,16,3,0,4,0,0,0,1548
16/04/2015 04:00,2015,4,16,4,0,4,0,0,0,2940
16/04/2015 05:00,2015,4,16,5,0,4,0,0,0,6672
16/04/2015 06:00,2015,4,16,6,0,4,0,0,0,11196
16/04/2015 07:00,2015,4,16,7,0,4,0,0,0,15636
16/04/2015 08:00,2015,4,16,8,0,4,0,0,0,14952
16/04/2015 09:00,2015,4,16,9,0,4,0,0,0,13932
16/04/2015 10:00,2015,4,16,10,0,4,0,0,0,13284
16/04/2015 11:00,2015,4,16,11,0,4,0,0,0,15012
16/04/2015 12:00,2015,4,16,12,0,4,0,0,0,15960
16/04/2015 13:00,2015,4,16,13,0,4,0,0,0,16380
16/04/2015 14:00,2015,4,16,14,0,4,0,0,0,18276
16/04/2015 15:00,2015,4,16,15,0,4,0,0,0,18480
16/04/2015 16:00,2015,4,16,16,0,4,0,0,0,16008
16/04/2015 17:00,2015,4,16,17,0,4,0,0,0,17700
16/04/2015 18:00,2015,4,16,18,0,4,0,0,0,17352
16/04/2015 19:00,2015,4,16,19,0,4,0,0,0,14700
16/04/2015 20:00,2015,4,16,20,0,4,0,0,0,13800
16/04/2015 21:00,2015,4,16,21,0,4,0,0,0,10476
16/04/2015 22:00,2015,4,16,22,0,4,0,0,0,7872
16/04/2015 23:00,2015,4,16,23,0,4,0,0,0,5388
17/04/2015 00:00,2015,4,17,0,0,5,0,0,0,3012
17/04/2015 01:00,2015,4,17,1,0,5,0,0,0,1824
17/04/2015 02:00,2015,4,17,2,0,5,0,0,0,1512
17/04/2015 03:00,2015,4,17,3,0,5,0,0,0,1608
17/04/2015 04:00,2015,4,17,4,0,5,0,0,0,2928
17/04/2015 05:00,2015,4,17,5,0,5,0,0,0,6312
17/04/2015 06:00,2015,4,17,6,0,5,0,0,0,10368
17/04/2015 07:00,2015,4,17,7,0,5,0,0,0,12096
17/04/2015 08:00,2015,4,17,8,0,5,0,0,0,9264
17/04/2015 09:00,2015,4,17,9,0,5,0,0,0,10548
17/04/2015 10:00,2015,4,17,10,0,5,0,0,0,11172
17/04/2015 11:00,2015,4,17,11,0,5,0,0,0,10296
17/04/2015 12:00,2015,4,17,12,0,5,0,0,0,10560
17/04/2015 13:00,2015,4,17,13,0,5,0,0,0,16728
17/04/2015 14:00,2015,4,17,14,0,5,0,0,0,19044
17/04/2015 15:00,2015,4,17,15,0,5,0,0,0,19284
17/04/2015 16:00,2015,4,17,16,0,5,0,0,0,18408
17/04/2015 17:00,2015,4,17,17,0,5,0,0,0,18624
17/04/2015 18:00,2015,4,17,18,0,5,0,0,0,17928
17/04/2015 19:00,2015,4,17,19,0,5,0,0,0,15348
17/04/2015 20:00,2015,4,17,20,0,5,0,0,0,12492
17/04/2015 21:00,2015,4,17,21,0,5,0,0,0,11256
17/04/2015 22:00,2015,4,17,22,0,5,0,0,0,10272
17/04/2015 23:00,2015,4,17,23,0,5,0,0,0,8256
18/04/2015 00:00,2015,4,18,0,0,6,0,0,0,4896
18/04/2015 01:00,2015,4,18,1,0,6,0,0,0,2940
18/04/2015 02:00,2015,4,18,2,0,6,0,0,0,2364
18/04/2015 03:00,2015,4,18,3,0,6,0,0,0,2004
18/04/2015 04:00,2015,4,18,4,0,6,0,0,0,1692
18/04/2015 05:00,2015,4,18,5,0,6,0,0,0,2424
18/04/2015 06:00,2015,4,18,6,0,6,0,0,0,4356
18/04/2015 07:00,2015,4,18,7,0,6,0,0,0,8052
18/04/2015 08:00,2015,4,18,8,0,6,0,0,0,11532
18/04/2015 09:00,2015,4,18,9,0,6,0,0,0,14028
18/04/2015 10:00,2015,4,18,10,0,6,0,0,0,15696
18/04/2015 11:00,2015,4,18,11,0,6,0,0,0,15948
18/04/2015 12:00,2015,4,18,12,0,6,0,0,0,16788
18/04/2015 13:00,2015,4,18,13,0,6,0,0,0,16908
18/04/2015 14:00,2015,4,18,14,0,6,0,0,0,18204
18/04/2015 15:00,2015,4,18,15,0,6,0,0,0,17448
18/04/2015 16:00,2015,4,18,16,0,6,0,0,0,17124
18/04/2015 17:00,2015,4,18,17,0,6,0,0,0,16416
18/04/2015 18:00,2015,4,18,18,0,6,0,0,0,15012
18/04/2015 19:00,2015,4,18,19,0,6,0,0,0,12528
18/04/2015 20:00,2015,4,18,20,0,6,0,0,0,11508
18/04/2015 21:00,2015,4,18,21,0,6,0,0,0,12300
18/04/2015 22:00,2015,4,18,22,0,6,0,0,0,12024
18/04/2015 23:00,2015,4,18,23,0,6,0,0,0,7860
19/04/2015 00:00,2015,4,19,0,0,7,0,0,0,4824
19/04/2015 01:00,2015,4,19,1,0,7,0,0,0,3276
19/04/2015 02:00,2015,4,19,2,0,7,0,0,0,2868
19/04/2015 03:00,2015,4,19,3,0,7,0,0,0,1716
19/04/2015 04:00,2015,4,19,4,0,7,0,0,0,1200
19/04/2015 05:00,2015,4,19,5,0,7,0,0,0,1572
19/04/2015 06:00,2015,4,19,6,0,7,0,0,0,2616
19/04/2015 07:00,2015,4,19,7,0,7,0,0,0,4812
19/04/2015 08:00,2015,4,19,8,0,7,0,0,0,6996
19/04/2015 09:00,2015,4,19,9,0,7,0,0,0,10344
19/04/2015 10:00,2015,4,19,10,0,7,0,0,0,12948
19/04/2015 11:00,2015,4,19,11,0,7,0,0,0,14172
19/04/2015 12:00,2015,4,19,12,0,7,0,0,0,15828
19/04/2015 13:00,2015,4,19,13,0,7,0,0,0,16008
19/04/2015 14:00,2015,4,19,14,0,7,0,0,0,17184
19/04/2015 15:00,2015,4,19,15,0,7,0,0,0,16632
19/04/2015 16:00,2015,4,19,16,0,7,0,0,0,16308
19/04/2015 17:00,2015,4,19,17,0,7,0,0,0,16500
19/04/2015 18:00,2015,4,19,18,0,7,0,0,0,14184
19/04/2015 19:00,2015,4,19,19,0,7,0,0,0,13056
19/04/2015 20:00,2015,4,19,20,0,7,0,0,0,11424
19/04/2015 21:00,2015,4,19,21,0,7,0,0,0,9372
19/04/2015 22:00,2015,4,19,22,0,7,0,0,0,6936
19/04/2015 23:00,2015,4,19,23,0,7,0,0,0,4620
20/04/2015 00:00,2015,4,20,0,0,1,0,0,0,2820
20/04/2015 01:00,2015,4,20,1,0,1,0,0,0,2136
20/04/2015 02:00,2015,4,20,2,0,1,0,0,0,1284
20/04/2015 03:00,2015,4,20,3,0,1,0,0,0,1380
20/04/2015 04:00,2015,4,20,4,0,1,0,0,0,3036
20/04/2015 05:00,2015,4,20,5,0,1,0,0,0,6660
20/04/2015 06:00,2015,4,20,6,0,1,0,0,0,10788
20/04/2015 07:00,2015,4,20,7,0,1,0,0,0,15480
20/04/2015 08:00,2015,4,20,8,0,1,0,0,0,14772
20/04/2015 09:00,2015,4,20,9,0,1,0,0,0,12732
20/04/2015 10:00,2015,4,20,10,0,1,0,0,0,13248
20/04/2015 11:00,2015,4,20,11,0,1,0,0,0,14028
20/04/2015 12:00,2015,4,20,12,0,1,0,0,0,15984
20/04/2015 13:00,2015,4,20,13,0,1,0,0,0,16116
20/04/2015 14:00,2015,4,20,14,0,1,0,0,0,18852
20/04/2015 15:00,2015,4,20,15,0,1,0,0,0,19944
20/04/2015 16:00,2015,4,20,16,0,1,0,0,0,19584
20/04/2015 17:00,2015,4,20,17,0,1,0,0,0,19980
20/04/2015 18:00,2015,4,20,18,0,1,0,0,0,16932
20/04/2015 19:00,2015,4,20,19,0,1,0,0,0,13452
20/04/2015 20:00,2015,4,20,20,0,1,0,0,0,11076
20/04/2015 21:00,2015,4,20,21,0,1,0,0,0,9540
20/04/2015 22:00,2015,4,20,22,0,1,0,0,0,7632
20/04/2015 23:00,2015,4,20,23,0,1,0,0,0,5688
21/04/2015 00:00,2015,4,21,0,0,2,0,0,0,2772
21/04/2015 01:00,2015,4,21,1,0,2,0,0,0,1704
21/04/2015 02:00,2015,4,21,2,0,2,0,0,0,1344
21/04/2015 03:00,2015,4,21,3,0,2,0,0,0,1536
21/04/2015 04:00,2015,4,21,4,0,2,0,0,0,3096
21/04/2015 05:00,2015,4,21,5,0,2,0,0,0,6900
21/04/2015 06:00,2015,4,21,6,0,2,0,0,0,11592
21/04/2015 07:00,2015,4,21,7,0,2,0,0,0,15564
21/04/2015 08:00,2015,4,21,8,0,2,0,0,0,14868
21/04/2015 09:00,2015,4,21,9,0,2,0,0,0,12696
21/04/2015 10:00,2015,4,21,10,0,2,0,0,0,12864
21/04/2015 11:00,2015,4,21,11,0,2,0,0,0,14688
21/04/2015 12:00,2015,4,21,12,0,2,0,0,0,15816
21/04/2015 13:00,2015,4,21,13,0,2,0,0,0,16956
21/04/2015 14:00,2015,4,21,14,0,2,0,0,0,19500
21/04/2015 15:00,2015,4,21,15,0,2,0,0,0,20400
21/04/2015 16:00,2015,4,21,16,0,2,0,0,0,19188
21/04/2015 17:00,2015,4,21,17,0,2,0,0,0,18552
21/04/2015 18:00,2015,4,21,18,0,2,0,0,0,17664
21/04/2015 19:00,2015,4,21,19,0,2,0,0,0,14364
21/04/2015 20:00,2015,4,21,20,0,2,0,0,0,11244
21/04/2015 21:00,2015,4,21,21,0,2,0,0,0,9936
21/04/2015 22:00,2015,4,21,22,0,2,0,0,0,7668
21/04/2015 23:00,2015,4,21,23,0,2,0,0,0,4968
22/04/2015 00:00,2015,4,22,0,0,3,0,0,0,2760
22/04/2015 01:00,2015,4,22,1,0,3,0,0,0,1512
22/04/2015 02:00,2015,4,22,2,0,3,0,0,0,1308
22/04/2015 03:00,2015,4,22,3,0,3,0,0,0,1464
22/04/2015 04:00,2015,4,22,4,0,3,0,0,0,2952
22/04/2015 05:00,2015,4,22,5,0,3,0,0,0,6768
22/04/2015 06:00,2015,4,22,6,0,3,0,0,0,11376
22/04/2015 07:00,2015,4,22,7,0,3,0,0,0,16272
22/04/2015 08:00,2015,4,22,8,0,3,0,0,0,14892
22/04/2015 09:00,2015,4,22,9,0,3,0,0,0,13140
22/04/2015 10:00,2015,4,22,10,0,3,0,0,0,12876
22/04/2015 11:00,2015,4,22,11,0,3,0,0,0,14292
22/04/2015 12:00,2015,4,22,12,0,3,0,0,0,15132
22/04/2015 13:00,2015,4,22,13,0,3,0,0,0,16872
22/04/2015 14:00,2015,4,22,14,0,3,0,0,0,18552
22/04/2015 15:00,2015,4,22,15,0,3,0,0,0,18924
22/04/2015 16:00,2015,4,22,16,0,3,0,0,0,18732
22/04/2015 17:00,2015,4,22,17,0,3,0,0,0,18660
22/04/2015 18:00,2015,4,22,18,0,3,0,0,0,18828
22/04/2015 19:00,2015,4,22,19,0,3,0,0,0,14328
22/04/2015 20:00,2015,4,22,20,0,3,0,0,0,12024
22/04/2015 21:00,2015,4,22,21,0,3,0,0,0,10908
22/04/2015 22:00,2015,4,22,22,0,3,0,0,0,8916
22/04/2015 23:00,2015,4,22,23,0,3,0,0,0,5124
23/04/2015 00:00,2015,4,23,0,0,4,0,0,0,2652
23/04/2015 01:00,2015,4,23,1,0,4,0,0,0,1728
23/04/2015 02:00,2015,4,23,2,0,4,0,0,0,1356
23/04/2015 03:00,2015,4,23,3,0,4,0,0,0,1464
23/04/2015 04:00,2015,4,23,4,0,4,0,0,0,3168
23/04/2015 05:00,2015,4,23,5,0,4,0,0,0,6720
23/04/2015 06:00,2015,4,23,6,0,4,0,0,0,11376
23/04/2015 07:00,2015,4,23,7,0,4,0,0,0,15960
23/04/2015 08:00,2015,4,23,8,0,4,0,0,0,15216
23/04/2015 09:00,2015,4,23,9,0,4,0,0,0,13296
23/04/2015 10:00,2015,4,23,10,0,4,0,0,0,13344
23/04/2015 11:00,2015,4,23,11,0,4,0,0,0,14424
23/04/2015 12:00,2015,4,23,12,0,4,0,0,0,15684
23/04/2015 13:00,2015,4,23,13,0,4,0,0,0,17064
23/04/2015 14:00,2015,4,23,14,0,4,0,0,0,18948
23/04/2015 15:00,2015,4,23,15,0,4,0,0,0,17292
23/04/2015 16:00,2015,4,23,16,0,4,0,0,0,17232
23/04/2015 17:00,2015,4,23,17,0,4,0,0,0,19836
23/04/2015 18:00,2015,4,23,18,0,4,0,0,0,19632
23/04/2015 19:00,2015,4,23,19,0,4,0,0,0,14844
23/04/2015 20:00,2015,4,23,20,0,4,0,0,0,11952
23/04/2015 21:00,2015,4,23,21,0,4,0,0,0,10548
23/04/2015 22:00,2015,4,23,22,0,4,0,0,0,8532
23/04/2015 23:00,2015,4,23,23,0,4,0,0,0,5244
24/04/2015 00:00,2015,4,24,0,0,5,0,0,0,3144
24/04/2015 01:00,2015,4,24,1,0,5,0,0,0,1908
24/04/2015 02:00,2015,4,24,2,0,5,0,0,0,1596
24/04/2015 03:00,2015,4,24,3,0,5,0,0,0,1560
24/04/2015 04:00,2015,4,24,4,0,5,0,0,0,2844
24/04/2015 05:00,2015,4,24,5,0,5,0,0,0,6108
24/04/2015 06:00,2015,4,24,6,0,5,0,0,0,10860
24/04/2015 07:00,2015,4,24,7,0,5,0,0,0,15432
24/04/2015 08:00,2015,4,24,8,0,5,0,0,0,15000
24/04/2015 09:00,2015,4,24,9,0,5,0,0,0,13044
24/04/2015 10:00,2015,4,24,10,0,5,0,0,0,13620
24/04/2015 11:00,2015,4,24,11,0,5,0,0,0,16164
24/04/2015 12:00,2015,4,24,12,0,5,0,0,0,17376
24/04/2015 13:00,2015,4,24,13,0,5,0,0,0,19044
24/04/2015 14:00,2015,4,24,14,0,5,0,0,0,19656
24/04/2015 15:00,2015,4,24,15,0,5,0,0,0,20088
24/04/2015 16:00,2015,4,24,16,0,5,0,0,0,20220
24/04/2015 17:00,2015,4,24,17,0,5,0,0,0,18624
24/04/2015 18:00,2015,4,24,18,0,5,0,0,0,18504
24/04/2015 19:00,2015,4,24,19,0,5,0,0,0,15264
24/04/2015 20:00,2015,4,24,20,0,5,0,0,0,11760
24/04/2015 21:00,2015,4,24,21,0,5,0,0,0,11916
24/04/2015 22:00,2015,4,24,22,0,5,0,0,0,10212
24/04/2015 23:00,2015,4,24,23,0,5,0,0,0,7116
25/04/2015 00:00,2015,4,25,0,0,6,0,0,0,4620
25/04/2015 01:00,2015,4,25,1,0,6,0,0,0,3276
25/04/2015 02:00,2015,4,25,2,0,6,0,0,0,2688
25/04/2015 03:00,2015,4,25,3,0,6,0,0,0,1908
25/04/2015 04:00,2015,4,25,4,0,6,0,0,0,1632
25/04/2015 05:00,2015,4,25,5,0,6,0,0,0,2532
25/04/2015 06:00,2015,4,25,6,0,6,0,0,0,4416
25/04/2015 07:00,2015,4,25,7,0,6,0,0,0,8004
25/04/2015 08:00,2015,4,25,8,0,6,0,0,0,11220
25/04/2015 09:00,2015,4,25,9,0,6,0,0,0,13488
25/04/2015 10:00,2015,4,25,10,0,6,0,0,0,14736
25/04/2015 11:00,2015,4,25,11,0,6,0,0,0,16140
25/04/2015 12:00,2015,4,25,12,0,6,0,0,0,16368
25/04/2015 13:00,2015,4,25,13,0,6,0,0,0,16548
25/04/2015 14:00,2015,4,25,14,0,6,0,0,0,19140
